date,location_identifier,transactions
24-01-2015,location_2,1691
24-01-2015,location_3,2503
24-01-2015,location_4,1245
24-01-2015,location_5,1319
24-01-2015,location_6,1432
24-01-2015,location_7,1523
24-01-2015,location_8,2482
24-01-2015,location_9,1730
24-01-2015,location_10,883
24-01-2015,location_11,2004
24-01-2015,location_12,1057
24-01-2015,location_13,746
24-01-2015,location_14,1456
24-01-2015,location_15,1178
24-01-2015,location_16,857
24-01-2015,location_17,990
24-01-2015,location_18,1222
24-01-2015,location_19,861
24-01-2015,location_23,1056
24-01-2015,location_24,2275
24-01-2015,location_25,691
24-01-2015,location_26,660
24-01-2015,location_27,976
24-01-2015,location_28,701
24-01-2015,location_30,682
24-01-2015,location_31,1067
24-01-2015,location_32,680
24-01-2015,location_33,862
24-01-2015,location_34,2043
24-01-2015,location_35,511
24-01-2015,location_37,1245
24-01-2015,location_38,1224
24-01-2015,location_39,1072
24-01-2015,location_40,923
24-01-2015,location_41,693
24-01-2015,location_43,970
24-01-2015,location_44,3121
24-01-2015,location_45,2592
24-01-2015,location_46,2623
24-01-2015,location_47,2738
24-01-2015,location_48,1972
24-01-2015,location_49,1468
24-01-2015,location_50,2011
24-01-2015,location_51,1437
24-01-2015,location_54,617
25-01-2015,location_1,1770
25-01-2015,location_2,1949
25-01-2015,location_3,2943
25-01-2015,location_4,1498
25-01-2015,location_5,1447
25-01-2015,location_6,1620
25-01-2015,location_7,1758
25-01-2015,location_8,2748
25-01-2015,location_9,1710
25-01-2015,location_10,938
25-01-2015,location_11,2029
25-01-2015,location_12,1043
25-01-2015,location_13,780
25-01-2015,location_14,1405
25-01-2015,location_15,1189
25-01-2015,location_16,890
25-01-2015,location_17,1043
25-01-2015,location_18,1190
25-01-2015,location_19,944
25-01-2015,location_23,1144
25-01-2015,location_24,2586
25-01-2015,location_25,1041
25-01-2015,location_26,694
25-01-2015,location_27,1003
25-01-2015,location_28,676
25-01-2015,location_30,711
25-01-2015,location_31,1067
25-01-2015,location_32,679
25-01-2015,location_33,815
25-01-2015,location_34,2472
25-01-2015,location_35,584
25-01-2015,location_37,1500
25-01-2015,location_38,1473
25-01-2015,location_39,1090
25-01-2015,location_40,892
25-01-2015,location_41,750
25-01-2015,location_43,1286
25-01-2015,location_44,3751
25-01-2015,location_45,3172
25-01-2015,location_46,3109
25-01-2015,location_47,3213
25-01-2015,location_48,2262
25-01-2015,location_49,1805
25-01-2015,location_50,2264
25-01-2015,location_51,1709
25-01-2015,location_54,631
26-01-2015,location_1,1295
26-01-2015,location_2,1993
26-01-2015,location_3,3394
26-01-2015,location_4,1750
26-01-2015,location_5,1540
26-01-2015,location_6,2026
26-01-2015,location_7,1606
26-01-2015,location_8,2854
26-01-2015,location_9,2304
26-01-2015,location_10,1393
26-01-2015,location_11,2361
26-01-2015,location_12,1274
26-01-2015,location_13,1196
26-01-2015,location_14,1969
26-01-2015,location_15,1390
26-01-2015,location_16,1105
26-01-2015,location_17,1557
26-01-2015,location_18,1296
26-01-2015,location_19,1646
26-01-2015,location_23,1203
26-01-2015,location_24,2358
26-01-2015,location_25,1635
26-01-2015,location_26,862
26-01-2015,location_27,1341
26-01-2015,location_28,963
26-01-2015,location_30,751
26-01-2015,location_31,1313
26-01-2015,location_32,867
26-01-2015,location_33,949
26-01-2015,location_34,2715
26-01-2015,location_35,752
26-01-2015,location_37,1477
26-01-2015,location_38,2280
26-01-2015,location_39,1637
26-01-2015,location_40,1055
26-01-2015,location_41,978
26-01-2015,location_43,1147
26-01-2015,location_44,4812
26-01-2015,location_45,4168
26-01-2015,location_46,4364
26-01-2015,location_47,4363
26-01-2015,location_48,3628
26-01-2015,location_49,2503
26-01-2015,location_50,3221
26-01-2015,location_51,1814
26-01-2015,location_54,917
27-01-2015,location_1,542
27-01-2015,location_2,1937
27-01-2015,location_3,3355
27-01-2015,location_4,1799
27-01-2015,location_5,1412
27-01-2015,location_6,2101
27-01-2015,location_7,1299
27-01-2015,location_8,2715
27-01-2015,location_9,2226
27-01-2015,location_10,1155
27-01-2015,location_11,2539
27-01-2015,location_12,1190
27-01-2015,location_13,901
27-01-2015,location_14,1266
27-01-2015,location_15,1078
27-01-2015,location_16,1180
27-01-2015,location_17,1372
27-01-2015,location_18,1387
27-01-2015,location_19,1266
27-01-2015,location_23,1107
27-01-2015,location_24,1813
27-01-2015,location_25,845
27-01-2015,location_26,890
27-01-2015,location_27,1534
27-01-2015,location_28,1131
27-01-2015,location_30,622
27-01-2015,location_31,1204
27-01-2015,location_32,702
27-01-2015,location_33,1165
27-01-2015,location_34,2381
27-01-2015,location_35,650
27-01-2015,location_37,1204
27-01-2015,location_38,2331
27-01-2015,location_39,1603
27-01-2015,location_40,954
27-01-2015,location_41,1126
27-01-2015,location_43,982
27-01-2015,location_44,4648
27-01-2015,location_45,4131
27-01-2015,location_46,4494
27-01-2015,location_47,4641
27-01-2015,location_48,3977
27-01-2015,location_49,2413
27-01-2015,location_50,3117
27-01-2015,location_51,1707
27-01-2015,location_54,1212
28-01-2015,location_1,1738
28-01-2015,location_2,1782
28-01-2015,location_3,2681
28-01-2015,location_4,1423
28-01-2015,location_5,1451
28-01-2015,location_6,1608
28-01-2015,location_7,1588
28-01-2015,location_8,2622
28-01-2015,location_9,1859
28-01-2015,location_10,1217
28-01-2015,location_11,2003
28-01-2015,location_12,1180
28-01-2015,location_13,923
28-01-2015,location_14,1597
28-01-2015,location_15,1356
28-01-2015,location_16,1004
28-01-2015,location_17,1231
28-01-2015,location_18,1298
28-01-2015,location_19,1120
28-01-2015,location_23,1135
28-01-2015,location_24,2379
28-01-2015,location_25,714
28-01-2015,location_26,702
28-01-2015,location_27,1052
28-01-2015,location_28,755
28-01-2015,location_30,680
28-01-2015,location_31,1123
28-01-2015,location_32,706
28-01-2015,location_33,1141
28-01-2015,location_34,2345
28-01-2015,location_35,627
28-01-2015,location_37,1368
28-01-2015,location_38,1350
28-01-2015,location_39,1228
28-01-2015,location_40,1048
28-01-2015,location_41,740
28-01-2015,location_43,1136
28-01-2015,location_44,3392
28-01-2015,location_45,2872
28-01-2015,location_46,2797
28-01-2015,location_47,3150
28-01-2015,location_48,2308
28-01-2015,location_49,1507
28-01-2015,location_50,2110
28-01-2015,location_51,1522
28-01-2015,location_54,821
29-01-2015,location_1,1772
29-01-2015,location_2,1794
29-01-2015,location_3,2630
29-01-2015,location_4,1327
29-01-2015,location_5,1340
29-01-2015,location_6,1447
29-01-2015,location_7,1611
29-01-2015,location_8,2545
29-01-2015,location_9,1855
29-01-2015,location_10,1170
29-01-2015,location_11,2095
29-01-2015,location_12,1177
29-01-2015,location_13,884
29-01-2015,location_14,1555
29-01-2015,location_15,1343
29-01-2015,location_16,995
29-01-2015,location_17,1266
29-01-2015,location_18,1380
29-01-2015,location_19,1028
29-01-2015,location_23,1139
29-01-2015,location_24,2261
29-01-2015,location_25,664
29-01-2015,location_26,704
29-01-2015,location_27,931
29-01-2015,location_28,815
29-01-2015,location_30,763
29-01-2015,location_31,1120
29-01-2015,location_32,656
29-01-2015,location_33,1049
29-01-2015,location_34,2306
29-01-2015,location_35,542
29-01-2015,location_37,1273
29-01-2015,location_38,1337
29-01-2015,location_39,1196
29-01-2015,location_40,1040
29-01-2015,location_41,680
29-01-2015,location_43,1084
29-01-2015,location_44,3317
29-01-2015,location_45,2867
29-01-2015,location_46,2723
29-01-2015,location_47,2939
29-01-2015,location_48,2134
29-01-2015,location_49,1516
29-01-2015,location_50,1998
29-01-2015,location_51,1438
29-01-2015,location_54,729
30-01-2015,location_1,1877
30-01-2015,location_2,2051
30-01-2015,location_3,3035
30-01-2015,location_4,1536
30-01-2015,location_5,1422
30-01-2015,location_6,1636
30-01-2015,location_7,1698
30-01-2015,location_8,2799
30-01-2015,location_9,1804
30-01-2015,location_10,1049
30-01-2015,location_11,2031
30-01-2015,location_12,1150
30-01-2015,location_13,762
30-01-2015,location_14,1320
30-01-2015,location_15,1232
30-01-2015,location_16,885
30-01-2015,location_17,1108
30-01-2015,location_18,1269
30-01-2015,location_19,1095
30-01-2015,location_23,1197
30-01-2015,location_24,2480
30-01-2015,location_25,868
30-01-2015,location_26,748
30-01-2015,location_27,1057
30-01-2015,location_28,710
30-01-2015,location_30,684
30-01-2015,location_31,1058
30-01-2015,location_32,575
30-01-2015,location_33,957
30-01-2015,location_34,2042
30-01-2015,location_35,507
30-01-2015,location_37,1467
30-01-2015,location_38,1424
30-01-2015,location_39,1166
30-01-2015,location_40,952
30-01-2015,location_41,693
30-01-2015,location_43,1055
30-01-2015,location_44,3852
30-01-2015,location_45,3022
30-01-2015,location_46,3005
30-01-2015,location_47,3258
30-01-2015,location_48,2207
30-01-2015,location_49,1619
30-01-2015,location_50,2130
30-01-2015,location_51,1704
30-01-2015,location_54,692
31-01-2015,location_1,1707
31-01-2015,location_2,1867
31-01-2015,location_3,2790
31-01-2015,location_4,1286
31-01-2015,location_5,1447
31-01-2015,location_6,1558
31-01-2015,location_7,1724
31-01-2015,location_8,2605
31-01-2015,location_9,2009
31-01-2015,location_10,1068
31-01-2015,location_11,2177
31-01-2015,location_12,1086
31-01-2015,location_13,845
31-01-2015,location_14,1435
31-01-2015,location_15,1234
31-01-2015,location_16,886
31-01-2015,location_17,1093
31-01-2015,location_18,1322
31-01-2015,location_19,962
31-01-2015,location_23,1139
31-01-2015,location_24,2316
31-01-2015,location_25,714
31-01-2015,location_26,776
31-01-2015,location_27,957
31-01-2015,location_28,823
31-01-2015,location_30,698
31-01-2015,location_31,1159
31-01-2015,location_32,720
31-01-2015,location_33,1009
31-01-2015,location_34,2258
31-01-2015,location_35,596
31-01-2015,location_37,1413
31-01-2015,location_38,1442
31-01-2015,location_39,1218
31-01-2015,location_40,911
31-01-2015,location_41,728
31-01-2015,location_43,1047
31-01-2015,location_44,3509
31-01-2015,location_45,3002
31-01-2015,location_46,3042
31-01-2015,location_47,3294
31-01-2015,location_48,2432
31-01-2015,location_49,1573
31-01-2015,location_50,2153
31-01-2015,location_51,1524
31-01-2015,location_54,714
01-02-2015,location_1,1806
01-02-2015,location_2,1977
01-02-2015,location_3,3230
01-02-2015,location_4,1520
01-02-2015,location_5,1564
01-02-2015,location_6,1689
01-02-2015,location_7,1935
01-02-2015,location_8,2887
01-02-2015,location_9,2031
01-02-2015,location_10,1085
01-02-2015,location_11,2476
01-02-2015,location_12,1152
01-02-2015,location_13,897
01-02-2015,location_14,1414
01-02-2015,location_15,1196
01-02-2015,location_16,909
01-02-2015,location_17,1143
01-02-2015,location_18,1234
01-02-2015,location_19,1084
01-02-2015,location_23,1125
01-02-2015,location_24,2562
01-02-2015,location_25,1151
01-02-2015,location_26,894
01-02-2015,location_27,1051
01-02-2015,location_28,829
01-02-2015,location_30,714
01-02-2015,location_31,1098
01-02-2015,location_32,749
01-02-2015,location_33,933
01-02-2015,location_34,2747
01-02-2015,location_35,757
01-02-2015,location_37,1611
01-02-2015,location_38,1607
01-02-2015,location_39,1359
01-02-2015,location_40,998
01-02-2015,location_41,751
01-02-2015,location_43,1499
01-02-2015,location_44,4064
01-02-2015,location_45,3488
01-02-2015,location_46,3521
01-02-2015,location_47,3720
01-02-2015,location_48,2911
01-02-2015,location_49,1872
01-02-2015,location_50,2465
01-02-2015,location_51,1880
01-02-2015,location_54,717
02-02-2015,location_1,1377
02-02-2015,location_2,2154
02-02-2015,location_3,3648
02-02-2015,location_4,1851
02-02-2015,location_5,1782
02-02-2015,location_6,2256
02-02-2015,location_7,1681
02-02-2015,location_8,3061
02-02-2015,location_9,2718
02-02-2015,location_10,1453
02-02-2015,location_11,3180
02-02-2015,location_12,1263
02-02-2015,location_13,1269
02-02-2015,location_14,2077
02-02-2015,location_15,1484
02-02-2015,location_16,1268
02-02-2015,location_17,1627
02-02-2015,location_18,1377
02-02-2015,location_19,1801
02-02-2015,location_23,1186
02-02-2015,location_24,2758
02-02-2015,location_25,1882
02-02-2015,location_26,1322
02-02-2015,location_27,1453
02-02-2015,location_28,1079
02-02-2015,location_30,859
02-02-2015,location_31,1625
02-02-2015,location_32,960
02-02-2015,location_33,1345
02-02-2015,location_34,2877
02-02-2015,location_35,1019
02-02-2015,location_37,1654
02-02-2015,location_38,2414
02-02-2015,location_39,1805
02-02-2015,location_40,1182
02-02-2015,location_41,1058
02-02-2015,location_43,1306
02-02-2015,location_44,5166
02-02-2015,location_45,4328
02-02-2015,location_46,4902
02-02-2015,location_47,5021
02-02-2015,location_48,4118
02-02-2015,location_49,2493
02-02-2015,location_50,3216
02-02-2015,location_51,1942
02-02-2015,location_54,1050
03-02-2015,location_1,531
03-02-2015,location_2,1884
03-02-2015,location_3,3391
03-02-2015,location_4,1777
03-02-2015,location_5,1477
03-02-2015,location_6,2152
03-02-2015,location_7,1304
03-02-2015,location_8,2624
03-02-2015,location_9,2516
03-02-2015,location_10,1166
03-02-2015,location_11,2882
03-02-2015,location_12,1182
03-02-2015,location_13,933
03-02-2015,location_14,1212
03-02-2015,location_15,1010
03-02-2015,location_16,1274
03-02-2015,location_17,1369
03-02-2015,location_18,1326
03-02-2015,location_19,1106
03-02-2015,location_23,1104
03-02-2015,location_24,2019
03-02-2015,location_25,1058
03-02-2015,location_26,1171
03-02-2015,location_27,1604
03-02-2015,location_28,1241
03-02-2015,location_30,653
03-02-2015,location_31,1470
03-02-2015,location_32,812
03-02-2015,location_33,1270
03-02-2015,location_34,2593
03-02-2015,location_35,856
03-02-2015,location_37,1180
03-02-2015,location_38,2281
03-02-2015,location_39,1591
03-02-2015,location_40,1035
03-02-2015,location_41,1204
03-02-2015,location_43,1112
03-02-2015,location_44,4736
03-02-2015,location_45,4198
03-02-2015,location_46,4794
03-02-2015,location_47,4935
03-02-2015,location_48,4193
03-02-2015,location_49,2590
03-02-2015,location_50,3216
03-02-2015,location_51,1798
03-02-2015,location_54,1196
04-02-2015,location_1,1714
04-02-2015,location_2,1704
04-02-2015,location_3,2779
04-02-2015,location_4,1267
04-02-2015,location_5,1615
04-02-2015,location_6,1590
04-02-2015,location_7,1504
04-02-2015,location_8,2587
04-02-2015,location_9,2304
04-02-2015,location_10,1127
04-02-2015,location_11,2439
04-02-2015,location_12,1182
04-02-2015,location_13,951
04-02-2015,location_14,1693
04-02-2015,location_15,1379
04-02-2015,location_16,1079
04-02-2015,location_17,1158
04-02-2015,location_18,1224
04-02-2015,location_19,1249
04-02-2015,location_23,1157
04-02-2015,location_24,2308
04-02-2015,location_25,930
04-02-2015,location_26,707
04-02-2015,location_27,1074
04-02-2015,location_28,744
04-02-2015,location_30,663
04-02-2015,location_31,1319
04-02-2015,location_32,765
04-02-2015,location_33,1177
04-02-2015,location_34,2507
04-02-2015,location_35,749
04-02-2015,location_37,1318
04-02-2015,location_38,1507
04-02-2015,location_39,1309
04-02-2015,location_40,1179
04-02-2015,location_41,826
04-02-2015,location_43,1206
04-02-2015,location_44,3459
04-02-2015,location_45,3305
04-02-2015,location_46,3382
04-02-2015,location_47,3749
04-02-2015,location_48,2840
04-02-2015,location_49,1710
04-02-2015,location_50,2521
04-02-2015,location_51,1545
04-02-2015,location_54,829
05-02-2015,location_1,1775
05-02-2015,location_2,1796
05-02-2015,location_3,2804
05-02-2015,location_4,1417
05-02-2015,location_5,1524
05-02-2015,location_6,1538
05-02-2015,location_7,1635
05-02-2015,location_8,2624
05-02-2015,location_9,2276
05-02-2015,location_10,1362
05-02-2015,location_11,2790
05-02-2015,location_12,1183
05-02-2015,location_13,940
05-02-2015,location_14,1642
05-02-2015,location_15,1330
05-02-2015,location_16,945
05-02-2015,location_17,1374
05-02-2015,location_18,1422
05-02-2015,location_19,1277
05-02-2015,location_23,1146
05-02-2015,location_24,2425
05-02-2015,location_25,874
05-02-2015,location_26,791
05-02-2015,location_27,978
05-02-2015,location_28,887
05-02-2015,location_30,722
05-02-2015,location_31,1175
05-02-2015,location_32,703
05-02-2015,location_33,1182
05-02-2015,location_34,2458
05-02-2015,location_35,636
05-02-2015,location_37,1412
05-02-2015,location_38,1472
05-02-2015,location_39,1414
05-02-2015,location_40,1151
05-02-2015,location_41,763
05-02-2015,location_43,1065
05-02-2015,location_44,3568
05-02-2015,location_45,3253
05-02-2015,location_46,3481
05-02-2015,location_47,3509
05-02-2015,location_48,2734
05-02-2015,location_49,1727
05-02-2015,location_50,2628
05-02-2015,location_51,1551
05-02-2015,location_54,847
06-02-2015,location_1,1853
06-02-2015,location_2,1905
06-02-2015,location_3,2984
06-02-2015,location_4,1419
06-02-2015,location_5,1592
06-02-2015,location_6,1659
06-02-2015,location_7,1723
06-02-2015,location_8,2814
06-02-2015,location_9,2036
06-02-2015,location_10,1186
06-02-2015,location_11,2465
06-02-2015,location_12,1171
06-02-2015,location_13,855
06-02-2015,location_14,1546
06-02-2015,location_15,1225
06-02-2015,location_16,877
06-02-2015,location_17,1122
06-02-2015,location_18,1257
06-02-2015,location_19,1252
06-02-2015,location_23,1204
